benchmark,cpu_time,number_of_decisions,status,wall_time
J5011_3,181.76,78544304,SATISFIABLE,184.52
J5011_4,180.88,134395840,SATISFIABLE,185.32
J5011_5,182.15,106150368,SATISFIABLE,184.82
J5012_1,182.0,96419536,SATISFIABLE,184.54
J5012_2,181.92,104284199,SATISFIABLE,183.92
J5012_3,182.17,88536209,SATISFIABLE,184.62
J5012_4,181.86,105737662,SATISFIABLE,184.31
J5012_5,181.87,73491335,SATISFIABLE,184.67
J5013_1,120.9,71023372,OPTIMAL,137.44
J5013_2,181.04,77643299,SATISFIABLE,183.06
J5013_3,181.31,67150532,SATISFIABLE,183.74
J5013_4,180.98,67000653,SATISFIABLE,183.05
J5013_5,179.71,49796846,SATISFIABLE,182.88
J5014_1,180.87,72744160,SATISFIABLE,183.2
J5014_2,178.98,52606135,SATISFIABLE,183.38
J5014_3,181.54,73721807,SATISFIABLE,183.29
J5014_4,182.05,133750542,SATISFIABLE,185.04
J5014_5,180.08,78386428,SATISFIABLE,183.75
J5015_1,47.86,73852108,OPTIMAL,49.13
J5015_2,49.5,64259286,OPTIMAL,50.88
J5015_3,37.97,70569209,OPTIMAL,38.93
J5015_4,62.51,76419684,OPTIMAL,64.11
J5015_5,58.32,69373550,OPTIMAL,60.23
J5016_1,72.86,78614540,OPTIMAL,74.46
J5016_2,51.02,52171731,OPTIMAL,52.17
J5016_3,55.65,103758683,OPTIMAL,58.35
J5016_4,65.43,72393958,OPTIMAL,66.98
J5016_5,58.44,47108896,OPTIMAL,60.18
J5017_1,102.82,83121961,OPTIMAL,118.29
J5017_2,34.75,55212062,OPTIMAL,36.71
J5017_3,56.89,60770096,OPTIMAL,58.28
J5017_4,54.91,77454851,OPTIMAL,56.17
